/publish/forecast/ABJ/beijing.html,北京,54511,北京市,
/publish/forecast/ABJ/chaoyang.html,朝阳,54433,北京市,
/publish/forecast/ABJ/fengtai.html,丰台,54514,北京市,
/publish/forecast/ABJ/haidian.html,海淀,54399,北京市,
/publish/forecast/ABJ/shijingshan.html,石景山,54513,北京市,
/publish/forecast/ABJ/changping.html,昌平,54499,北京市,
/publish/forecast/ABJ/daxing.html,大兴,54594,北京市,
/publish/forecast/ABJ/fangshan.html,房山,54596,北京市,
/publish/forecast/ABJ/huairou.html,怀柔,54419,北京市,
/publish/forecast/ABJ/mentougou.html,门头沟,54505,北京市,
/publish/forecast/ABJ/miyun.html,密云,54416,北京市,
/publish/forecast/ABJ/pinggu.html,平谷,54424,北京市,
/publish/forecast/ABJ/shunyi.html,顺义,54398,北京市,
/publish/forecast/ABJ/tongzhou1.html,通州,54431,北京市,
/publish/forecast/ABJ/yanqing.html,延庆,54406,北京市,
/publish/forecast/ATJ/tianjin.html,天津,54517,天津市,
/publish/forecast/ATJ/baodi.html,宝坻,54525,天津市,
/publish/forecast/ATJ/beichen.html,北辰,54528,天津市,
/publish/forecast/ATJ/binhaixinqu.html,滨海新区,54623,天津市,
/publish/forecast/ATJ/dagang.html,大港,54645,天津市,
/publish/forecast/ATJ/dongli.html,东丽,54526,天津市,
/publish/forecast/ATJ/hangu.html,汉沽,54530,天津市,
/publish/forecast/ATJ/jixian2.html,蓟县,54428,天津市,
/publish/forecast/ATJ/jinnan.html,津南,54622,天津市,
/publish/forecast/ATJ/jinghai.html,静海,54619,天津市,
/publish/forecast/ATJ/ninghe.html,宁河,54529,天津市,
/publish/forecast/ATJ/wuqing.html,武清,54523,天津市,
/publish/forecast/ATJ/xiqing.html,西青,54527,天津市,
/publish/forecast/AHE/shijiazhuang.html,石家庄,53698,河北省,
/publish/forecast/AHE/baoding.html,保定,54602,河北省,
/publish/forecast/AHE/cangzhou.html,沧州,54616,河北省,
/publish/forecast/AHE/chengde.html,承德,54423,河北省,
/publish/forecast/AHE/handan.html,邯郸,53892,河北省,
/publish/forecast/AHE/hengshui.html,衡水,54702,河北省,
/publish/forecast/AHE/langfang.html,廊坊,54515,河北省,
/publish/forecast/AHE/qinhuangdao.html,秦皇岛,54449,河北省,
/publish/forecast/AHE/renqiu.html,任丘,54610,河北省,
/publish/forecast/AHE/tangshan.html,唐山,54534,河北省,
/publish/forecast/AHE/xingtai.html,邢台,53798,河北省,
/publish/forecast/AHE/zhangjiakou.html,张家口,54401,河北省,
/publish/forecast/AHE/anguo.html,安国,54604,河北省,
/publish/forecast/AHE/anping.html,安平,54609,河北省,
/publish/forecast/AHE/anxin.html,安新,54605,河北省,
/publish/forecast/AHE/bazhou.html,霸州,54518,河北省,
/publish/forecast/AHE/baixiang.html,柏乡,53785,河北省,
/publish/forecast/AHE/botou.html,泊头,54618,河北省,
/publish/forecast/AHE/caofeidian.html,曹妃甸,54538,河北省,
/publish/forecast/AHE/changli.html,昌黎,54540,河北省,
/publish/forecast/AHE/chengan.html,成安,53996,河北省,
/publish/forecast/AHE/chengdexian.html,承德县,54430,河北省,
/publish/forecast/AHE/chicheng.html,赤城,54404,河北省,
/publish/forecast/AHE/chongli.html,崇礼,54304,河北省,
/publish/forecast/AHE/cixian.html,磁县,53897,河北省,
/publish/forecast/AHE/dachang.html,大厂,54510,河北省,
/publish/forecast/AHE/daicheng.html,大城,54613,河北省,
/publish/forecast/AHE/daming.html,大名,54804,河北省,
/publish/forecast/AHE/dingzhou.html,定州,53696,河北省,
/publish/forecast/AHE/dongguang.html,东光,54713,河北省,
/publish/forecast/AHE/feixiang.html,肥乡,53980,河北省,
/publish/forecast/AHE/fengnan.html,丰南,54533,河北省,
/publish/forecast/AHE/fengning.html,丰宁,54308,河北省,
/publish/forecast/AHE/fengrun.html,丰润,54532,河北省,
/publish/forecast/AHE/fengfeng.html,峰峰,53894,河北省,
/publish/forecast/AHE/funing3.html,抚宁,54541,河北省,
/publish/forecast/AHE/fucheng.html,阜城,54710,河北省,
/publish/forecast/AHE/fuping4.html,阜平,53690,河北省,
/publish/forecast/AHE/gaobeidian.html,高碑店,54506,河北省,
/publish/forecast/AHE/gaoyang.html,高阳,54603,河北省,
/publish/forecast/AHE/gaoyi.html,高邑,53790,河北省,
/publish/forecast/AHE/guyuan.html,沽源,54301,河北省,
/publish/forecast/AHE/gucheng.html,故城,54707,河北省,
/publish/forecast/AHE/guan.html,固安,54512,河北省,
/publish/forecast/AHE/guantao.html,馆陶,54809,河北省,
/publish/forecast/AHE/guangping.html,广平,53899,河北省,
/publish/forecast/AHE/guangzong.html,广宗,54631,河北省,
/publish/forecast/AHE/haixing.html,海兴,54628,河北省,
/publish/forecast/AHE/hejian.html,河间,54614,河北省,
/publish/forecast/AHE/huaian2.html,怀安,53491,河北省,
/publish/forecast/AHE/huailai.html,怀来,54405,河北省,
/publish/forecast/AHE/huanghua.html,黄骅,54624,河北省,
/publish/forecast/AHE/jize.html,鸡泽,54640,河北省,
/publish/forecast/AHE/jizhou.html,冀州,54704,河北省,
/publish/forecast/AHE/jinzhou5.html,晋州,53689,河北省,
/publish/forecast/AHE/jingxing.html,井陉,53693,河北省,
/publish/forecast/AHE/jingxian1.html,景县,54711,河北省,
/publish/forecast/AHE/julu.html,巨鹿,53799,河北省,
/publish/forecast/AHE/kangbao.html,康保,53392,河北省,
/publish/forecast/AHE/kuancheng.html,宽城,54432,河北省,
/publish/forecast/AHE/leting.html,乐亭,54539,河北省,
/publish/forecast/AHE/lincheng.html,临城,53792,河北省,
/publish/forecast/AHE/linxi1.html,临西,54801,河北省,
/publish/forecast/AHE/linzhang.html,临漳,53773,河北省,
/publish/forecast/AHE/lingshou.html,灵寿,53680,河北省,
/publish/forecast/AHE/longhua.html,隆化,54318,河北省,
/publish/forecast/AHE/longyao.html,隆尧,53794,河北省,
/publish/forecast/AHE/lulong.html,卢龙,54438,河北省,
/publish/forecast/AHE/luannan.html,滦南,54437,河北省,
/publish/forecast/AHE/luanping.html,滦平,54420,河北省,
/publish/forecast/AHE/luanxian.html,滦县,54531,河北省,
/publish/forecast/AHE/mancheng.html,满城,54611,河北省,
/publish/forecast/AHE/mengcun.html,孟村,54644,河北省,
/publish/forecast/AHE/nangong.html,南宫,54705,河北省,
/publish/forecast/AHE/nanhe.html,南和,53891,河北省,
/publish/forecast/AHE/nanpi.html,南皮,54719,河北省,
/publish/forecast/AHE/neiqiu.html,内邱,53797,河北省,
/publish/forecast/AHE/ningjin1.html,宁晋,53796,河北省,
/publish/forecast/AHE/pingquan.html,平泉,54319,河北省,
/publish/forecast/AHE/pingshan1.html,平山,53694,河北省,
/publish/forecast/AHE/pingxiang2.html,平乡,54632,河北省,
/publish/forecast/AHE/qianan2.html,迁安,54439,河北省,
/publish/forecast/AHE/qianxi1.html,迁西,54434,河北省,
/publish/forecast/AHE/qinglong2.html,青龙,54436,河北省,
/publish/forecast/AHE/qingxian.html,青县,54615,河北省,
/publish/forecast/AHE/qinghe2.html,清河,54706,河北省,
/publish/forecast/AHE/qiuxian.html,邱县,54820,河北省,
/publish/forecast/AHE/quyang.html,曲阳,53682,河北省,
/publish/forecast/AHE/quzhou2.html,曲周,53893,河北省,
/publish/forecast/AHE/raoyang.html,饶阳,54606,河北省,
/publish/forecast/AHE/renxian.html,任县,53883,河北省,
/publish/forecast/AHE/rongcheng1.html,容城,54503,河北省,
/publish/forecast/AHE/sanhe.html,三河,54520,河北省,
/publish/forecast/AHE/shahe.html,沙河,53781,河北省,
/publish/forecast/AHE/shangyi.html,尚义,53397,河北省,
/publish/forecast/AHE/shexian1.html,涉县,53886,河北省,
/publish/forecast/AHE/shenze.html,深泽,54621,河北省,
/publish/forecast/AHE/shenzhou.html,深州,54608,河北省,
/publish/forecast/AHE/shunping.html,顺平,53596,河北省,
/publish/forecast/AHE/suning.html,肃宁,54626,河北省,
/publish/forecast/AHE/tanghai.html,唐海,54535,河北省,
/publish/forecast/AHE/tangxian.html,唐县,53692,河北省,
/publish/forecast/AHE/wanquan.html,万全,53499,河北省,
/publish/forecast/AHE/wangdu.html,望都,54607,河北省,
/publish/forecast/AHE/weixian2.html,威县,54800,河北省,
/publish/forecast/AHE/weichang.html,围场,54311,河北省,
/publish/forecast/AHE/yuxian5.html,蔚县,53593,河北省,
/publish/forecast/AHE/weixian1.html,魏县,53896,河北省,
/publish/forecast/AHE/wenan.html,文安,54612,河北省,
/publish/forecast/AHE/wuji.html,无极,53699,河北省,
/publish/forecast/AHE/wuqiao.html,吴桥,54717,河北省,
/publish/forecast/AHE/wuan.html,武安,53890,河北省,
/publish/forecast/AHE/wuqiang.html,武强,54700,河北省,
/publish/forecast/AHE/wuyi4.html,武邑,54703,河北省,
/publish/forecast/AHE/xianxian.html,献县,54617,河北省,
/publish/forecast/AHE/xianghe.html,香河,54521,河北省,
/publish/forecast/AHE/xinji.html,辛集,54701,河北省,
/publish/forecast/AHE/xinhe1.html,新河,54633,河北省,
/publish/forecast/AHE/xinle.html,新乐,53695,河北省,
/publish/forecast/AHE/xinglong.html,兴隆,54425,河北省,
/publish/forecast/AHE/xingtang.html,行唐,53688,河北省,
/publish/forecast/AHE/xiongxian.html,雄县,54636,河北省,
/publish/forecast/AHE/xushui.html,徐水,54601,河北省,
/publish/forecast/AHE/xuanhua.html,宣化,53498,河北省,
/publish/forecast/AHE/yanshan1.html,盐山,54627,河北省,
/publish/forecast/AHE/yangyuan.html,阳原,53492,河北省,
/publish/forecast/AHE/yixian3.html,易县,54507,河北省,
/publish/forecast/AHE/yongnian.html,永年,53895,河北省,
/publish/forecast/AHE/yongqing.html,永清,54519,河北省,
/publish/forecast/AHE/yutian4.html,玉田,54522,河北省,
/publish/forecast/AHE/yuanshi.html,元氏,53791,河北省,
/publish/forecast/AHE/zanhuang.html,赞皇,53795,河北省,
/publish/forecast/AHE/zaoqiang.html,枣强,54708,河北省,
/publish/forecast/AHE/zhangbei.html,张北,53399,河北省,
/publish/forecast/AHE/zhaoxian.html,赵县,53784,河北省,
/publish/forecast/AHE/zhengding.html,正定,53691,河北省,
/publish/forecast/AHE/zunhua.html,遵化,54429,河北省,
/publish/forecast/AHE/gaocheng.html,藁城,53697,河北省,
/publish/forecast/AHE/laiyuan.html,涞源,53599,河北省,
/publish/forecast/AHE/zhuolu.html,涿鹿,54408,河北省,
/publish/forecast/AHE/zhuozhou.html,涿州,54502,河北省,
/publish/forecast/AHE/luancheng.html,栾城,53789,河北省,
/publish/forecast/AHE/lixian3.html,蠡县,54620,河北省,
/publish/forecast/ASX/taiyuan.html,太原,53772,山西省,
/publish/forecast/ASX/changzhi.html,长治,53882,山西省,
/publish/forecast/ASX/datong.html,大同,53487,山西省,
/publish/forecast/ASX/jincheng.html,晋城,53976,山西省,
/publish/forecast/ASX/licheng.html,黎城,53878,山西省,
/publish/forecast/ASX/linfen.html,临汾,53868,山西省,
